title1,title2,score
"SK Macharia’s PSV insurer topples Ruto-linked firm","Who is Carla to Harry Styles? The true story behind 'Carla's Song'",0.020260
"Ol Kalou by-election: Moses Kuria backs Kang'ata, lists 3 things Gachagua fears most","Kipipiri MP Wanjiku Muhia writes to police IG after being trailed by armed men",0.020259
"Man buys each of his sisters brand-new Toyota Aquas for caring for him","Agency to review KenGen’s Sh2.5bn carbon credits deal",0.020258
"Inside Jimmy Failla's net worth: Radio salary, stand‑up income & book royalties","Kenya is becoming a goon society: Reuben Kigame sounds alarm over rising violence",0.020250
"Salasya rallies Ol Kalou voters to back DCP’s Sammy Ngotho","Fresh twist in Devani trial over Sh7.6bn Triton oil scandal",0.020248
"Why World Bank has delayed Sh78bn emergency loan to Kenya","Agency to review KenGen’s Sh2.5bn carbon credits deal",0.020246
"NCA Issues Notice With 15 Day Deadline to All Contractors","Canada Seeks Skilled Foreign Plumbers, Carpenters, Here Is How to Apply",0.020235
"Protests Erupt Over Diversion of SGR Route","Why presidential run-off is inevitable if polls were held today",0.020232
"Ol Kalou by-election: Moses Kuria backs Kang'ata, lists 3 things Gachagua fears most","DCI Makes First Arrest In Case Involving Pastor's Daughter's Murder",0.020224
"Oburu Oginga declares ODM will not field presidential candidate in 2027 poll","Police Address Alleged Shooting of Governor Irungu Kang'ata's Driver",0.020220
"Seven insurance firms face IRA fines for reporting breaches","Ruto Issues Fresh Orders to Ministry Over Delayed Multi-Billion Project",0.020208
"Mashujaa Day 2026 celebrations to be held in Eldoret City, Ruto reveals","Caroli Omondi accuses State of using plainclothes officers as goons",0.020196
"Jomo Kenyatta Boys parents react to school fire, question alleged cause: “Tutaweza kulipa hii kweli”","NCA Issues Notice With 15 Day Deadline to All Contractors",0.020186
"Power of local innovation in expanding healthcare among rural communities","Africa food future won’t be fixed by finance alone",0.020186
"Chuka University courses offered in 2025/2026, fees and cluster points","Fresh details reveal why Jomo Kenyatta Boys students set 10 classes and offices on fire",0.020177
"Fresh details reveal why Jomo Kenyatta Boys students set 10 classes and offices on fire","Changed your phone number? HELB explains how to restore access to 642#",0.020164
"Speaker Wetang'ula Faces Possible Jail Term After Fresh Contempt Case","EACC launches probe into Ol Kalou voter bribery claims",0.020156
"'He gave me Sh50 for church': Father's last memory of son killed in Kisumu church violence","Oburu Oginga declares ODM will not field presidential candidate in 2027 poll",0.020140
"Sossion asserts goons are paid by politicians across political divide","Panic as Fire Breaks Out Inside High School",0.020138
"Africa food future won’t be fixed by finance alone","Suspect in Viral CCTV Restaurant Robbery Killed After Shootout",0.020138
"Kenya eyes additional Sh65bn from Samurai bond","Litmus test: Firm in liquidation battle bids for Sh65bn Ketraco deal",0.020131
"Silver vs gold: Which metal makes more sense to trade right now?","UAE lists over 60 countries eligible for visa on arrival, Kenya included",0.020125
"Man buys each of his sisters brand-new Toyota Aquas for caring for him","Kim Kardashian shares lovely snap of lover Lewis Hamilton and daughter Chicago",0.020096
"Salasya rallies Ol Kalou voters to back DCP’s Sammy Ngotho","All about Rick Brunson's parents' nationality, background, and family history",0.020081
"Pwani University courses offered in 2026 and contact details","It is exciting to see new infrastructure open up Kenyan Coast",0.020077
"Power of local innovation in expanding healthcare among rural communities","Caroli Omondi accuses State of using plainclothes officers as goons",0.020074
"MP Gakuya demands IEBC-police coordination, warns of action if Ol Kalou vote is compromised","University ordered to pay students over missing marks",0.020073
"Africa food future won’t be fixed by finance alone","NTSA sounds alarm over uncollected logbooks as deadline nears",0.020070
"Salasya rallies Ol Kalou voters to back DCP’s Sammy Ngotho","Willis Otieno urges govt to communicate security threats with clarity",0.020064
"KRA squeezes debtors as new taxpayer growth fades","Gachagua Reveals Final Step Before Unveiling United Opposition Candidate",0.020057
"It is exciting to see new infrastructure open up Kenyan Coast","SHA to Make Changes to Emergency Ambulance Evacuations",0.020056
"'Activism almost cost my marriage': Julius Kamau’s life on maandamano frontline","Ruto Reveals New Timelines for Completion of Deadly Stalled Bridge",0.020039
"Caroli Omondi accuses State of using plainclothes officers as goons","Why your child’s schoolbooks may be fuelling gender stereotypes",0.020025
"Breaking societal norms: Meet Sharon Chebet, the Gen Z woman selling coffins in Eldoret","Ruto Reveals New Timelines for Completion of Deadly Stalled Bridge",0.020022
"Protests Erupt Over Diversion of SGR Route","Why Linda Mwananchi brigade is ruffling feathers",0.020021
"State Issues Update on Multi-Million Market After Years of Stalling","Kieni MP Njoroge Wainaina to Kanini Kega: Stop looking for political relevance while drunk",0.020016
"Migori MCA explains why William Ruto should not leave presidency: ""Watakuita long-term""","Kanini Kega warns UDA will be buried in Ol Kalou by-election on July 16",0.020014
"Lobby Group Piles Pressure on IEBC Ahead of Ol Kalou By-Election","Musicians Face Payout Delays After Govt Suspends Music Rights Entity",0.020013
"CS Mbadi Announces Treasury Recruitment of NIF Chief Executive Officer","KRA, SportPesa fight over seizure of Sh1bn in telcos",0.020009
"NTSA to destroy uncollected logbooks, gives timeline for owners to collect them","Luhya leaders push Oparanya to deputise William Ruto in 2027",0.020003
"KRA squeezes debtors as new taxpayer growth fades","Chuka University courses offered in 2025/2026, fees and cluster points",0.020001
"Protests Erupt Over Diversion of SGR Route","Lionel Messi tattoos explained ahead of England vs Argentina World Cup semi-final",0.019995
"'He gave me Sh50 for church': Father's last memory of son killed in Kisumu church violence","US crypto firm exits Kenya amidanti-money laundering scrutiny",0.019995
"Landman Season 3 production timeline and what you should expect","Africa food future won’t be fixed by finance alone",0.019988
"Kipipiri MP Wanjiku Muhia writes to police IG after being trailed by armed men","Climate risk impacts simplified for MSMEs",0.019982
"Oburu Oginga declares ODM will not field presidential candidate in 2027 poll","Close Gachagua Ally and MP Attacked in Ol Kalou",0.019981
"Fresh twist in Devani trial over Sh7.6bn Triton oil scandal","Chuka University courses offered in 2025/2026, fees and cluster points",0.019973
"Migori MCA explains why William Ruto should not leave presidency: ""Watakuita long-term""","Explainer: When IEBC Can Postpone an Election Under Kenyan Law",0.019972
"1 in 4 Kenyans Would Struggle After One Month Without Income, Report Finds","SACCOs deny govt can dictate how members’ savings are invested",0.019972
"Rigathi Gachagua reveals he'll follow Uhuru Kenyatta's political direction: ""Chanda na pete""","Africa food future won’t be fixed by finance alone",0.019971
"Chaos as Armed Goons Attempt to Raid Linda Mwananchi Church Service","Veteran Journalist Announces Bid to Unseat Sakaja",0.019970
"Inside the life of Bridget and Stephen Lancaster, the culinary power couple","The richest people in Indiana with their sources of income",0.019969
"Wetang'ula faces contempt of court over Ruto campaign order","Musicians Face Payout Delays After Govt Suspends Music Rights Entity",0.019966
"Lionel Messi tattoos explained ahead of England vs Argentina World Cup semi-final","Kieni MP Njoroge Wainaina to Kanini Kega: Stop looking for political relevance while drunk",0.019966
"Ruto Issues Fresh Orders to Ministry Over Delayed Multi-Billion Project","Tragedy as Grade 9 Student Dies After Falling From Rooftop at CITAM Schools Ngong",0.019955
"Speaker Moses Wetang'ula faces possible jail term as High Court Certifies contempt case urgent","Sossion asserts goons are paid by politicians across political divide",0.019953
"MP Gakuya demands IEBC-police coordination, warns of action if Ol Kalou vote is compromised","Power of local innovation in expanding healthcare among rural communities",0.019943
"Oburu Oginga declares ODM will not field presidential candidate in 2027 poll","Geoffrey Mosiria attempts to reconcile Nadia Mukami and Arrow Bwoy",0.019935
"Lionel Messi tattoos explained ahead of England vs Argentina World Cup semi-final","MP Caroli Omondi: Goons are hired criminals, not political activists",0.019933
"Lionel Messi tattoos explained ahead of England vs Argentina World Cup semi-final","Changed your phone number? HELB explains how to restore access to 642#",0.019932
"Chuka University courses offered in 2025/2026, fees and cluster points","Why your child’s schoolbooks may be fuelling gender stereotypes",0.019929
"University ordered to pay students over missing marks","NTSA Gives Fresh Directive Over Unclaimed Logbooks, Number Plates & Licences",0.019925
"Meet LeBron James' children, Bronny, Bryce, and Zhuri: Who's following in his footsteps?","Ruto Reveals New Timelines for Completion of Deadly Stalled Bridge",0.019910
"County Govt Confirms Arrest of Over 200 Individuals Amid Crackdown on Goons","Kenya’s SOG: Inside secretive shadow warriors battling Al-Shabaab",0.019908
"Speaker Moses Wetang'ula faces possible jail term as High Court Certifies contempt case urgent","Kenya eyes additional Sh65bn from Samurai bond",0.019906
"Collins Namaswa: 10-year-old Kenyan boy dies after tragic drowning incident in US","SHA to Make Changes to Emergency Ambulance Evacuations",0.019893
"Jomo Kenyatta Boys parents react to school fire, question alleged cause: “Tutaweza kulipa hii kweli”","Why World Bank has delayed Sh78bn emergency loan to Kenya",0.019889
"Luhya leaders push Oparanya to deputise William Ruto in 2027","NTSA Gives Fresh Directive Over Unclaimed Logbooks, Number Plates & Licences",0.019862
"Why World Bank has delayed Sh78bn emergency loan to Kenya","Kenyans in South Korea Send Plea to Govt Over Voting Rights",0.019848
"Gachagua Reveals Final Step Before Unveiling United Opposition Candidate","EALA MP Kanini Kega reports that he has been attacked at Kasuku in Nyandarua",0.019847
"Why presidential run-off is inevitable if polls were held today","Next industrial leap: Why Kenya is primed and ready for nuclear power",0.019831
"Agnes Kagure launches free fuel top-up for Nairobi boda boda riders ahead of 2027 race","Suspect in Viral CCTV Restaurant Robbery Killed After Shootout",0.019827
"Meru’s Miraa law risks hurting the industry it seeks to protect","The truth about Myles Garrett’s net worth, beyond the NFL contract headlines",0.019816
"Collins Namaswa: 10-year-old Kenyan boy dies after tragic drowning incident in US","Oburu declares ODM won't field presidential candidate, endorses Ruto",0.019812
"Who is the shortest NBA player in 2021? The top 10 list","Canada Seeks Skilled Foreign Plumbers, Carpenters, Here Is How to Apply",0.019801
"State Issues Update on Multi-Million Market After Years of Stalling","Chaos as Armed Goons Attempt to Raid Linda Mwananchi Church Service",0.019799
